,position,team,lat,lon,dtf,dist_mg,status,datetime,race
286,11,GREAT Britain,44.1392,178.3342,2523.21,86,racing,4/10/18 19:00,pacific
287,1,Sanya Serenity Coast,44.7827,-174.1738,2199.2,79,racing,4/10/18 20:00,pacific
288,2,Qingdao,44.4436,-174.2995,2206.89,86,racing,4/10/18 20:00,pacific
289,3,Unicef,43.8854,-175.0295,2243.98,82,racing,4/10/18 20:00,pacific
290,4,Nasdaq,44.1219,-176.7479,2337.28,94,racing,4/10/18 20:00,pacific
291,5,Hotelplanner.com,43.8843,-176.453,2345.34,90,racing,4/10/18 20:00,pacific
292,6,Garmin,43.6843,-176.8144,2361.97,91,racing,4/10/18 20:00,pacific
293,7,Dare To Lead,43.3242,-175.8859,2376.32,72,racing,4/10/18 20:00,pacific
294,8,PSP Logistics,43.2828,-175.6984,2379.49,79,racing,4/10/18 20:00,pacific
295,10,Liverpool 2018,43.5321,-178.9595,2430.31,98,racing,4/10/18 20:00,pacific
296,11,GREAT Britain,44.1927,178.518,2514.76,86,racing,4/10/18 20:00,pacific
297,1,Sanya Serenity Coast,44.7474,-173.9746,2190.94,81,racing,4/10/18 21:00,pacific
298,2,Qingdao,44.4418,-174.0784,2197.54,85,racing,4/10/18 21:00,pacific
