,index,position,team,lat,lon,dtf,dif,dist_mg,last_report,status,finish_time,datetime
9032,5,6,Dare To Lead,48.39077,-126.92931999999999,211.35,211.35,75,19 April 2018 17.00 (UTC),racing,,2018-04-19 17:00:00
12503,6,7,Dare To Lead,48.380559999999996,-126.74411,204.44,204.44,76,19 April 2018 18.00 (UTC),racing,,2018-04-19 18:00:00
7077,6,7,Dare To Lead,48.370740000000005,-126.56563,195.99,195.99,75,19 April 2018 19.00 (UTC),racing,,2018-04-19 19:00:00
10303,6,7,Dare To Lead,48.36842,-126.38566999999999,188.82,188.82,76,19 April 2018 20.00 (UTC),racing,,2018-04-19 20:00:00
996,6,7,Dare To Lead,48.356,-126.21536,182.03,182.03,76,19 April 2018 21.00 (UTC),racing,,2018-04-19 21:00:00
6602,6,7,Dare To Lead,48.34754,-126.05045,175.46,175.46,76,19 April 2018 22.00 (UTC),racing,,2018-04-19 22:00:00
11388,9,10,Dare To Lead,47.61608,-122.36901,0.0,0.0,0,29 April 2018 21.00 (UTC),,,2018-04-29 21:00:00
11640,9,10,Dare To Lead,47.62465,-122.40933999999999,0.0,0.0,1,29 April 2018 22.00 (UTC),,,2018-04-29 22:00:00
7454,9,10,Dare To Lead,47.698170000000005,-122.47318,0.0,0.0,6,29 April 2018 23.00 (UTC),,,2018-04-29 23:00:00
10696,9,10,Dare To Lead,47.81027,-122.4719,0.0,0.0,12,30 April 2018 00.00 (UTC),,,2018-04-30 00:00:00
641,9,10,Dare To Lead,47.92709,-122.53443999999999,0.0,0.0,19,30 April 2018 01.00 (UTC),,,2018-04-30 01:00:00
7218,9,10,Dare To Lead,48.02708,-122.64923,0.0,0.0,26,30 April 2018 02.00 (UTC),,,2018-04-30 02:00:00
12326,9,10,Dare To Lead,48.15721,-122.76626,0.0,0.0,36,30 April 2018 03.00 (UTC),,,2018-04-30 03:00:00
3712,9,10,Dare To Lead,48.19169,-122.9885,0.0,0.0,42,30 April 2018 04.00 (UTC),,,2018-04-30 04:00:00
8057,9,10,Dare To Lead,48.18009,-123.1977,0.0,0.0,47,30 April 2018 05.00 (UTC),,,2018-04-30 05:00:00
15172,9,10,Dare To Lead,48.16115,-123.41863000000001,0.0,0.0,52,30 April 2018 06.00 (UTC),,,2018-04-30 06:00:00
3913,9,10,Dare To Lead,48.19692,-123.63033999999999,0.0,0.0,61,30 April 2018 07.00 (UTC),,,2018-04-30 07:00:00
1566,9,10,Dare To Lead,48.19364,-123.83348000000001,0.0,0.0,68,30 April 2018 08.00 (UTC),,,2018-04-30 08:00:00
9799,9,10,Dare To Lead,48.221140000000005,-123.99722,0.0,0.0,73,30 April 2018 09.00 (UTC),,,2018-04-30 09:00:00
9327,9,10,Dare To Lead,48.26308,-124.16928,0.0,0.0,76,30 April 2018 10.00 (UTC),,,2018-04-30 10:00:00
2042,9,10,Dare To Lead,48.317609999999995,-124.33684,0.0,0.0,80,30 April 2018 11.00 (UTC),,,2018-04-30 11:00:00
5586,9,10,Dare To Lead,48.3607,-124.46139,0.0,0.0,81,30 April 2018 12.00 (UTC),,,2018-04-30 12:00:00
13964,9,10,Dare To Lead,48.401140000000005,-124.60148000000001,0.0,0.0,81,30 April 2018 13.00 (UTC),,,2018-04-30 13:00:00
1362,9,10,Dare To Lead,48.4293,-124.76028000000001,0.0,0.0,81,30 April 2018 14.00 (UTC),,,2018-04-30 14:00:00
10458,9,10,Dare To Lead,48.38838,-124.87995,0.0,0.0,76,30 April 2018 15.00 (UTC),,,2018-04-30 15:00:00
12595,9,10,Dare To Lead,48.34377,-124.98057,0.0,0.0,71,30 April 2018 16.00 (UTC),,,2018-04-30 16:00:00
6495,9,10,Dare To Lead,48.299490000000006,-125.0076,0.0,0.0,64,30 April 2018 17.00 (UTC),,,2018-04-30 17:00:00
3077,3,4,Dare To Lead,48.22529,-125.02989,3802.85,3802.85,55,30 April 2018 18.00 (UTC),,,2018-04-30 18:00:00
8264,2,3,Dare To Lead,48.14541,-125.04919,3798.06,3798.06,48,30 April 2018 19.00 (UTC),,,2018-04-30 19:00:00
5249,2,3,Dare To Lead,48.06658,-125.03277,3793.33,3793.33,42,30 April 2018 20.00 (UTC),,,2018-04-30 20:00:00
14340,5,6,Dare To Lead,47.97855,-124.96874,3788.06,3788.06,36,30 April 2018 21.00 (UTC),,,2018-04-30 21:00:00
8670,6,7,Dare To Lead,47.92606,-124.97372,3784.91,3784.91,34,30 April 2018 22.00 (UTC),,,2018-04-30 22:00:00
2631,4,5,Dare To Lead,47.85143,-125.01536000000002,3780.43,3780.43,37,30 April 2018 23.00 (UTC),,,2018-04-30 23:00:00
429,9,10,Dare To Lead,47.6938,-125.11702,3770.97,3770.97,47,01 May 2018 00.00 (UTC),racing,,2018-05-01 00:00:00
11306,9,10,Dare To Lead,47.51822,-125.20371000000002,3760.76,3760.76,57,01 May 2018 01.00 (UTC),racing,,2018-05-01 01:00:00
11719,9,10,Dare To Lead,47.352920000000005,-125.28022,3753.82,3753.82,64,01 May 2018 02.00 (UTC),racing,,2018-05-01 02:00:00
7423,6,7,Dare To Lead,47.16283,-125.34241000000002,3739.3,3739.3,72,01 May 2018 03.00 (UTC),racing,,2018-05-01 03:00:00
8390,7,8,Dare To Lead,46.97103,-125.40821000000001,3727.9,3727.9,81,01 May 2018 04.00 (UTC),racing,,2018-05-01 04:00:00
3002,6,7,Dare To Lead,46.784909999999996,-125.47333,3716.87,3716.87,88,01 May 2018 05.00 (UTC),racing,,2018-05-01 05:00:00
4659,7,8,Dare To Lead,46.6048,-125.55578999999999,3706.26,3706.26,94,01 May 2018 06.00 (UTC),racing,,2018-05-01 06:00:00
14850,7,8,Dare To Lead,46.416579999999996,-125.62323,3695.18,3695.18,101,01 May 2018 07.00 (UTC),racing,,2018-05-01 07:00:00
10618,7,8,Dare To Lead,46.24556,-125.67756999999999,3685.12,3685.12,107,01 May 2018 08.00 (UTC),racing,,2018-05-01 08:00:00
1199,7,8,Dare To Lead,46.07105,-125.73422,3674.89,3674.89,115,01 May 2018 09.00 (UTC),racing,,2018-05-01 09:00:00
2697,7,8,Dare To Lead,45.8983,-125.80861000000002,3664.88,3664.88,121,01 May 2018 10.00 (UTC),racing,,2018-05-01 10:00:00
9137,7,8,Dare To Lead,45.71946,-125.90251,3654.65,3654.65,122,01 May 2018 11.00 (UTC),racing,,2018-05-01 11:00:00
14170,7,8,Dare To Lead,45.53706,-125.99053,3644.27,3644.27,123,01 May 2018 12.00 (UTC),racing,,2018-05-01 12:00:00
4886,7,8,Dare To Lead,45.35649,-126.06657,3634.01,3634.01,124,01 May 2018 13.00 (UTC),racing,,2018-05-01 13:00:00
9651,7,8,Dare To Lead,45.17564,-126.13893999999999,3623.79,3623.79,123,01 May 2018 14.00 (UTC),racing,,2018-05-01 14:00:00
1690,7,8,Dare To Lead,44.996559999999995,-126.23286999999999,3613.94,3613.94,123,01 May 2018 15.00 (UTC),racing,,2018-05-01 15:00:00
6185,7,8,Dare To Lead,44.815129999999996,-126.27826999999999,3603.65,3603.65,122,01 May 2018 16.00 (UTC),racing,,2018-05-01 16:00:00
13357,7,8,Dare To Lead,44.637890000000006,-126.36313999999999,3594.04,3594.04,122,01 May 2018 17.00 (UTC),racing,,2018-05-01 17:00:00
7957,7,8,Dare To Lead,44.46461,-126.46332,3584.98,3584.98,122,01 May 2018 18.00 (UTC),racing,,2018-05-01 18:00:00
3815,7,8,Dare To Lead,44.30011,-126.60225,3577.08,3577.08,123,01 May 2018 19.00 (UTC),racing,,2018-05-01 19:00:00
13545,7,8,Dare To Lead,44.14386,-126.73985,3569.94,3569.94,123,01 May 2018 20.00 (UTC),racing,,2018-05-01 20:00:00
5531,7,8,Dare To Lead,44.02173,-126.90441000000001,3565.46,3565.46,121,01 May 2018 21.00 (UTC),racing,,2018-05-01 21:00:00
2356,7,8,Dare To Lead,43.89053,-126.86455,3557.5,3557.5,117,01 May 2018 22.00 (UTC),racing,,2018-05-01 22:00:00
9470,7,8,Dare To Lead,43.75034,-126.75781,3547.99,3547.99,112,01 May 2018 23.00 (UTC),racing,,2018-05-01 23:00:00
4580,7,8,Dare To Lead,43.630390000000006,-126.57141000000001,3538.45,3538.45,105,02 May 2018 00.00 (UTC),racing,,2018-05-02 00:00:00
14490,7,8,Dare To Lead,43.51628,-126.36793999999999,3529.15,3529.15,100,02 May 2018 01.00 (UTC),racing,,2018-05-02 01:00:00
8492,7,8,Dare To Lead,43.38535,-126.18876000000002,3519.38,3519.38,96,02 May 2018 02.00 (UTC),racing,,2018-05-02 02:00:00
3358,6,7,Dare To Lead,43.23901,-126.02518,3509.04,3509.04,95,02 May 2018 03.00 (UTC),racing,,2018-05-02 03:00:00
11996,7,8,Dare To Lead,43.09025,-125.84183999999999,3498.5,3498.5,95,02 May 2018 04.00 (UTC),racing,,2018-05-02 04:00:00
7566,7,8,Dare To Lead,42.91473,-125.69405,3486.89,3486.89,98,02 May 2018 05.00 (UTC),racing,,2018-05-02 05:00:00
78,6,7,Dare To Lead,42.74889,-125.54686000000001,3475.98,3475.98,103,02 May 2018 06.00 (UTC),racing,,2018-05-02 06:00:00
11228,4,5,Dare To Lead,42.55165,-125.42156999999999,3463.48,3463.48,111,02 May 2018 07.00 (UTC),racing,,2018-05-02 07:00:00
13713,3,4,Dare To Lead,42.35734,-125.29372,3451.28,3451.28,122,02 May 2018 08.00 (UTC),racing,,2018-05-02 08:00:00
5353,3,4,Dare To Lead,42.15978,-125.14936999999999,3439.02,3439.02,128,02 May 2018 09.00 (UTC),racing,,2018-05-02 09:00:00
5803,3,4,Dare To Lead,42.00019,-125.00209,3429.39,3429.39,130,02 May 2018 10.00 (UTC),racing,,2018-05-02 10:00:00
13220,3,4,Dare To Lead,41.822540000000004,-124.86185,3419.12,3419.12,132,02 May 2018 11.00 (UTC),racing,,2018-05-02 11:00:00
10058,4,5,Dare To Lead,41.66936,-124.72561,3410.86,3410.86,132,02 May 2018 12.00 (UTC),racing,,2018-05-02 12:00:00
1816,4,5,Dare To Lead,41.5435,-124.80096,3402.85,3402.85,126,02 May 2018 13.00 (UTC),racing,,2018-05-02 13:00:00
14301,4,5,Dare To Lead,41.37945,-124.93975,3392.32,3392.32,121,02 May 2018 14.00 (UTC),racing,,2018-05-02 14:00:00
5289,3,4,Dare To Lead,41.2093,-125.09191000000001,3381.94,3381.94,117,02 May 2018 15.00 (UTC),racing,,2018-05-02 15:00:00
2560,3,4,Dare To Lead,41.040620000000004,-125.26427,3372.88,3372.88,114,02 May 2018 16.00 (UTC),racing,,2018-05-02 16:00:00
8728,3,4,Dare To Lead,40.85772,-125.43708000000001,3365.38,3365.38,113,02 May 2018 17.00 (UTC),racing,,2018-05-02 17:00:00
12033,3,4,Dare To Lead,40.66956,-125.57206000000001,3360.5,3360.5,113,02 May 2018 18.00 (UTC),racing,,2018-05-02 18:00:00
7007,5,6,Dare To Lead,40.48919,-125.69628999999999,3360.24,3360.24,113,02 May 2018 19.00 (UTC),racing,,2018-05-02 19:00:00
10354,4,5,Dare To Lead,40.32177,-125.6579,3357.07,3357.07,112,02 May 2018 20.00 (UTC),racing,,2018-05-02 20:00:00
1453,1,2,Dare To Lead,40.1728,-125.48562,3321.14,3321.14,111,02 May 2018 21.00 (UTC),racing,,2018-05-02 21:00:00
6437,1,2,Dare To Lead,40.03111,-125.33406000000001,3311.89,3311.89,109,02 May 2018 22.00 (UTC),racing,,2018-05-02 22:00:00
12631,1,2,Dare To Lead,39.9212,-125.16864,3304.77,3304.77,106,02 May 2018 23.00 (UTC),racing,,2018-05-02 23:00:00
6768,2,3,Dare To Lead,39.81966,-124.99264,3298.54,3298.54,103,03 May 2018 00.00 (UTC),racing,,2018-05-03 00:00:00
12263,2,3,Dare To Lead,39.71757,-124.82695,3292.74,3292.74,99,03 May 2018 01.00 (UTC),racing,,2018-05-03 01:00:00
11038,3,4,Dare To Lead,39.60107,-124.68596000000001,3286.43,3286.43,98,03 May 2018 02.00 (UTC),racing,,2018-05-03 02:00:00
794,2,3,Dare To Lead,39.43286,-124.77243,3275.94,3275.94,99,03 May 2018 03.00 (UTC),racing,,2018-05-03 03:00:00
15205,2,3,Dare To Lead,39.2756,-124.86445,3266.17,3266.17,98,03 May 2018 04.00 (UTC),racing,,2018-05-03 04:00:00
4317,2,3,Dare To Lead,39.12531,-124.95361000000001,3256.93,3256.93,96,03 May 2018 05.00 (UTC),racing,,2018-05-03 05:00:00
3529,2,3,Dare To Lead,38.972359999999995,-125.01783999999999,3247.7,3247.7,96,03 May 2018 06.00 (UTC),racing,,2018-05-03 06:00:00
7771,2,3,Dare To Lead,38.84668,-125.08507,3240.2,3240.2,92,03 May 2018 07.00 (UTC),racing,,2018-05-03 07:00:00
13027,2,3,Dare To Lead,38.72189,-125.11223999999999,3232.77,3232.77,88,03 May 2018 08.00 (UTC),racing,,2018-05-03 08:00:00
5993,1,2,Dare To Lead,38.586870000000005,-125.1199,3224.71,3224.71,87,03 May 2018 09.00 (UTC),racing,,2018-05-03 09:00:00
5567,1,2,Dare To Lead,38.455040000000004,-125.14958,3216.94,3216.94,87,03 May 2018 10.00 (UTC),racing,,2018-05-03 10:00:00
13495,1,2,Dare To Lead,38.33587,-125.16208999999999,3209.91,3209.91,89,03 May 2018 11.00 (UTC),racing,,2018-05-03 11:00:00
9497,1,2,Dare To Lead,38.23382,-125.16176000000002,3203.84,3203.84,90,03 May 2018 12.00 (UTC),racing,,2018-05-03 12:00:00
2319,1,2,Dare To Lead,38.11271,-125.16696999999999,3196.7,3196.7,92,03 May 2018 13.00 (UTC),racing,,2018-05-03 13:00:00
12974,1,2,Dare To Lead,37.99192,-125.19028,3189.86,3189.86,88,03 May 2018 14.00 (UTC),racing,,2018-05-03 14:00:00
6557,1,2,Dare To Lead,37.90781,-125.23726,3185.76,3185.76,83,03 May 2018 15.00 (UTC),racing,,2018-05-03 15:00:00
1032,0,1,Dare To Lead,37.82154,-125.2656,3181.7,3181.7,79,03 May 2018 16.00 (UTC),racing,,2018-05-03 16:00:00
10275,0,1,Dare To Lead,37.74345,-125.29437,3178.67,3178.67,74,03 May 2018 17.00 (UTC),racing,,2018-05-03 17:00:00
14709,0,1,Dare To Lead,37.68987,-125.32798999999999,3177.59,3177.59,70,03 May 2018 18.00 (UTC),racing,,2018-05-03 18:00:00
4347,1,2,Dare To Lead,37.665459999999996,-125.29575,3175.48,3175.48,63,03 May 2018 19.00 (UTC),racing,,2018-05-03 19:00:00
9162,1,2,Dare To Lead,37.65186,-125.27792,3174.31,3174.31,56,03 May 2018 20.00 (UTC),racing,,2018-05-03 20:00:00
2648,1,2,Dare To Lead,37.63347,-125.26175,3173.04,3173.04,49,03 May 2018 21.00 (UTC),racing,,2018-05-03 21:00:00
4934,1,2,Dare To Lead,37.597429999999996,-125.23844,3170.92,3170.92,44,03 May 2018 22.00 (UTC),racing,,2018-05-03 22:00:00
14134,2,3,Dare To Lead,37.5283,-125.22213,3168.71,3168.71,42,03 May 2018 23.00 (UTC),racing,,2018-05-03 23:00:00
5983,2,3,Dare To Lead,37.42968,-125.19925,3157.87,3157.87,41,04 May 2018 00.00 (UTC),racing,,2018-05-04 00:00:00
13057,2,3,Dare To Lead,37.34411,-125.17615,3152.66,3152.66,38,04 May 2018 01.00 (UTC),racing,,2018-05-04 01:00:00
9983,2,3,Dare To Lead,37.27537,-125.14716999999999,3148.31,3148.31,38,04 May 2018 02.00 (UTC),racing,,2018-05-04 02:00:00
1868,2,3,Dare To Lead,37.211240000000004,-125.08573999999999,3143.7,3143.7,37,04 May 2018 03.00 (UTC),racing,,2018-05-04 03:00:00
14456,2,3,Dare To Lead,37.173970000000004,-124.99543999999999,3140.2,3140.2,37,04 May 2018 04.00 (UTC),racing,,2018-05-04 04:00:00
5111,2,3,Dare To Lead,37.14093,-124.88604,3136.78,3136.78,39,04 May 2018 05.00 (UTC),racing,,2018-05-04 05:00:00
2515,2,3,Dare To Lead,37.08767,-124.77821000000002,3132.35,3132.35,42,04 May 2018 06.00 (UTC),racing,,2018-05-04 06:00:00
8782,2,3,Dare To Lead,37.03765,-124.6566,3128.11,3128.11,47,04 May 2018 07.00 (UTC),racing,,2018-05-04 07:00:00
12251,1,2,Dare To Lead,36.980779999999996,-124.52264,3123.59,3123.59,52,04 May 2018 08.00 (UTC),racing,,2018-05-04 08:00:00
6800,1,2,Dare To Lead,36.90663,-124.41648,3118.48,3118.48,57,04 May 2018 09.00 (UTC),racing,,2018-05-04 09:00:00
4358,1,2,Dare To Lead,36.817240000000005,-124.34194,3112.77,3112.77,59,04 May 2018 10.00 (UTC),racing,,2018-05-04 10:00:00
14668,1,2,Dare To Lead,36.731640000000006,-124.24387,3107.31,3107.31,62,04 May 2018 11.00 (UTC),racing,,2018-05-04 11:00:00
8538,1,2,Dare To Lead,36.64415,-124.14583999999999,3101.93,3101.93,64,04 May 2018 12.00 (UTC),racing,,2018-05-04 12:00:00
3309,1,2,Dare To Lead,36.55108,-124.05956,3096.42,3096.42,67,04 May 2018 13.00 (UTC),racing,,2018-05-04 13:00:00
11897,1,2,Dare To Lead,36.46882,-123.98408,3091.72,3091.72,69,04 May 2018 14.00 (UTC),racing,,2018-05-04 14:00:00
7672,1,2,Dare To Lead,36.38929,-123.94134,3087.17,3087.17,69,04 May 2018 15.00 (UTC),racing,,2018-05-04 15:00:00
106,1,2,Dare To Lead,36.316179999999996,-123.85493000000001,3083.43,3083.43,70,04 May 2018 16.00 (UTC),racing,,2018-05-04 16:00:00
11172,1,2,Dare To Lead,36.23033,-123.74851000000001,3079.48,3079.48,71,04 May 2018 17.00 (UTC),racing,,2018-05-04 17:00:00
13506,1,2,Dare To Lead,36.1136,-123.66418,3073.95,3073.95,73,04 May 2018 18.00 (UTC),racing,,2018-05-04 18:00:00
5536,1,2,Dare To Lead,35.95728,-123.70803000000001,3064.4,3064.4,72,04 May 2018 19.00 (UTC),racing,,2018-05-04 19:00:00
7918,1,2,Dare To Lead,35.8151,-123.76405,3055.46,3055.46,72,04 May 2018 20.00 (UTC),racing,,2018-05-04 20:00:00
3839,1,2,Dare To Lead,35.68329,-123.83073999999999,3046.91,3046.91,72,04 May 2018 21.00 (UTC),racing,,2018-05-04 21:00:00
4020,1,2,Dare To Lead,35.54405,-123.89495,3037.99,3037.99,73,04 May 2018 22.00 (UTC),racing,,2018-05-04 22:00:00
15059,1,2,Dare To Lead,35.40084,-123.95455,3028.92,3028.92,75,04 May 2018 23.00 (UTC),racing,,2018-05-04 23:00:00
5384,1,2,Dare To Lead,35.25584,-124.00518000000001,3019.92,3019.92,77,05 May 2018 00.00 (UTC),racing,,2018-05-05 00:00:00
13680,1,2,Dare To Lead,35.09073,-124.03432,3010.66,3010.66,82,05 May 2018 01.00 (UTC),racing,,2018-05-05 01:00:00
9550,1,2,Dare To Lead,34.98004,-123.95683000000001,2997.96,2997.96,84,05 May 2018 02.00 (UTC),racing,,2018-05-05 02:00:00
2287,2,3,Dare To Lead,34.91195,-123.78331000000001,2990.44,2990.44,84,05 May 2018 03.00 (UTC),racing,,2018-05-05 03:00:00
12818,2,3,Dare To Lead,34.838609999999996,-123.61198999999999,2982.87,2982.87,83,05 May 2018 04.00 (UTC),racing,,2018-05-05 04:00:00
6746,2,3,Dare To Lead,34.755109999999995,-123.45451000000001,2975.18,2975.18,82,05 May 2018 05.00 (UTC),racing,,2018-05-05 05:00:00
1086,2,3,Dare To Lead,34.66563,-123.31222,2967.59,2967.59,79,05 May 2018 06.00 (UTC),racing,,2018-05-05 06:00:00
10206,2,3,Dare To Lead,34.564029999999995,-123.18082,2959.62,2959.62,80,05 May 2018 07.00 (UTC),racing,,2018-05-05 07:00:00
14518,2,3,Dare To Lead,34.476420000000005,-123.06168999999998,2952.73,2952.73,81,05 May 2018 08.00 (UTC),racing,,2018-05-05 08:00:00
4545,2,3,Dare To Lead,34.39284,-122.94261000000002,2946.19,2946.19,83,05 May 2018 09.00 (UTC),racing,,2018-05-05 09:00:00
6993,2,3,Dare To Lead,34.3133,-122.81643999999999,2939.91,2939.91,86,05 May 2018 10.00 (UTC),racing,,2018-05-05 10:00:00
12076,3,4,Dare To Lead,34.25363,-122.68647,2934.93,2934.93,88,05 May 2018 11.00 (UTC),racing,,2018-05-05 11:00:00
10995,3,4,Dare To Lead,34.195170000000005,-122.51923000000001,2929.94,2929.94,92,05 May 2018 12.00 (UTC),racing,,2018-05-05 12:00:00
822,2,3,Dare To Lead,34.02357,-122.51087,2919.71,2919.71,91,05 May 2018 13.00 (UTC),racing,,2018-05-05 13:00:00
15336,2,3,Dare To Lead,33.84465,-122.5001,2909.05,2909.05,90,05 May 2018 14.00 (UTC),racing,,2018-05-05 14:00:00
4166,2,3,Dare To Lead,33.66448,-122.48293999999999,2898.26,2898.26,89,05 May 2018 15.00 (UTC),racing,,2018-05-05 15:00:00
3496,2,3,Dare To Lead,33.483309999999996,-122.47623,2887.54,2887.54,90,05 May 2018 16.00 (UTC),racing,,2018-05-05 16:00:00
7823,2,3,Dare To Lead,33.30245,-122.49342,2877.17,2877.17,91,05 May 2018 17.00 (UTC),racing,,2018-05-05 17:00:00
13208,2,3,Dare To Lead,33.1246,-122.53963,2867.56,2867.56,92,05 May 2018 18.00 (UTC),racing,,2018-05-05 18:00:00
5854,2,3,Dare To Lead,32.95232,-122.57265,2858.44,2858.44,94,05 May 2018 19.00 (UTC),racing,,2018-05-05 19:00:00
11542,2,3,Dare To Lead,32.841590000000004,-122.47911,2850.52,2850.52,95,05 May 2018 20.00 (UTC),racing,,2018-05-05 20:00:00
201,2,3,Dare To Lead,32.74693,-122.33661000000001,2842.92,2842.92,96,05 May 2018 21.00 (UTC),racing,,2018-05-05 21:00:00
7366,2,3,Dare To Lead,32.65054,-122.18652,2835.85,2835.85,99,05 May 2018 22.00 (UTC),racing,,2018-05-05 22:00:00
11742,2,3,Dare To Lead,32.561170000000004,-122.02855,2830.49,2830.49,101,05 May 2018 23.00 (UTC),racing,,2018-05-05 23:00:00
1237,2,3,Dare To Lead,32.41082,-122.00098,2821.8,2821.8,100,06 May 2018 00.00 (UTC),racing,,2018-05-06 00:00:00
10602,2,3,Dare To Lead,32.229929999999996,-122.01133,2811.18,2811.18,99,06 May 2018 01.00 (UTC),racing,,2018-05-06 01:00:00
12674,2,3,Dare To Lead,32.04607,-122.03163,2796.44,2796.44,99,06 May 2018 02.00 (UTC),racing,,2018-05-06 02:00:00
6383,2,3,Dare To Lead,31.92868,-121.90678999999999,2786.99,2786.99,97,06 May 2018 03.00 (UTC),racing,,2018-05-06 03:00:00
9204,2,3,Dare To Lead,31.84088,-121.72446000000001,2777.15,2777.15,95,06 May 2018 04.00 (UTC),racing,,2018-05-06 04:00:00
2129,2,3,Dare To Lead,31.74104,-121.54093999999999,2766.74,2766.74,97,06 May 2018 05.00 (UTC),racing,,2018-05-06 05:00:00
5749,2,3,Dare To Lead,31.63348,-121.34915,2755.73,2755.73,100,06 May 2018 06.00 (UTC),racing,,2018-05-06 06:00:00
13808,1,2,Dare To Lead,31.51969,-121.16863000000001,2744.79,2744.79,103,06 May 2018 07.00 (UTC),racing,,2018-05-06 07:00:00
11342,2,3,Dare To Lead,31.40802,-120.99856000000001,2734.29,2734.29,105,06 May 2018 08.00 (UTC),racing,,2018-05-06 08:00:00
411,2,3,Dare To Lead,31.28926,-120.83157,2723.55,2723.55,106,06 May 2018 09.00 (UTC),racing,,2018-05-06 09:00:00
3776,1,2,Dare To Lead,31.16968,-120.66015,2712.66,2712.66,108,06 May 2018 10.00 (UTC),racing,,2018-05-06 10:00:00
7974,2,3,Dare To Lead,31.048920000000003,-120.50393999999999,2702.17,2702.17,111,06 May 2018 11.00 (UTC),racing,,2018-05-06 11:00:00
4084,2,3,Dare To Lead,30.94087,-120.34661000000001,2692.29,2692.29,108,06 May 2018 12.00 (UTC),racing,,2018-05-06 12:00:00
15016,2,3,Dare To Lead,30.94087,-120.34661000000001,2692.29,2692.29,114,06 May 2018 12.00 (UTC),racing,,2018-05-06 12:00:00
10870,2,3,Dare To Lead,30.74196,-120.0365,2673.62,2673.62,119,06 May 2018 14.00 (UTC),racing,,2018-05-06 14:00:00
487,2,3,Dare To Lead,30.64668,-119.87931999999999,2664.48,2664.48,118,06 May 2018 15.00 (UTC),racing,,2018-05-06 15:00:00
7114,2,3,Dare To Lead,30.561659999999996,-119.70199,2655.38,2655.38,117,06 May 2018 16.00 (UTC),racing,,2018-05-06 16:00:00
12405,2,3,Dare To Lead,30.475009999999997,-119.52472,2646.27,2646.27,116,06 May 2018 17.00 (UTC),racing,,2018-05-06 17:00:00
9100,2,3,Dare To Lead,30.38529,-119.35327,2637.23,2637.23,115,06 May 2018 18.00 (UTC),racing,,2018-05-06 18:00:00
2714,2,3,Dare To Lead,30.299459999999996,-119.19237,2628.73,2628.73,114,06 May 2018 19.00 (UTC),racing,,2018-05-06 19:00:00
14616,2,3,Dare To Lead,30.170920000000002,-119.15556000000001,2621.03,2621.03,109,06 May 2018 20.00 (UTC),racing,,2018-05-06 20:00:00
4414,2,3,Dare To Lead,30.010690000000004,-119.17136,2613.01,2613.01,103,06 May 2018 21.00 (UTC),racing,,2018-05-06 21:00:00
3288,2,3,Dare To Lead,29.84236,-119.19095,2604.75,2604.75,99,06 May 2018 22.00 (UTC),racing,,2018-05-06 22:00:00
2889,2,3,Dare To Lead,29.6617,-119.21843,2596.18,2596.18,77,06 May 2018 23.00 (UTC),racing,,2018-05-06 23:00:00
8571,2,3,Dare To Lead,29.6617,-119.21843,2596.18,2596.18,96,06 May 2018 23.00 (UTC),racing,,2018-05-06 23:00:00
8880,2,3,Dare To Lead,29.2914,-119.28713,2579.45,2579.45,95,07 May 2018 01.00 (UTC),racing,,2018-05-07 01:00:00
14101,2,3,Dare To Lead,29.1072,-119.32533000000001,2571.53,2571.53,96,07 May 2018 02.00 (UTC),racing,,2018-05-07 02:00:00
4988,2,3,Dare To Lead,28.91484,-119.37062,2563.67,2563.67,100,07 May 2018 03.00 (UTC),racing,,2018-05-07 03:00:00
9869,2,3,Dare To Lead,28.72615,-119.42478999999999,2556.55,2556.55,105,07 May 2018 04.00 (UTC),racing,,2018-05-07 04:00:00
1526,2,3,Dare To Lead,28.5447,-119.49389,2550.58,2550.58,110,07 May 2018 05.00 (UTC),racing,,2018-05-07 05:00:00
6075,2,3,Dare To Lead,28.36808,-119.57655,2545.66,2545.66,117,07 May 2018 06.00 (UTC),racing,,2018-05-07 06:00:00
13414,2,3,Dare To Lead,28.195059999999998,-119.66403000000001,2541.49,2541.49,121,07 May 2018 07.00 (UTC),racing,,2018-05-07 07:00:00
